cartodb_id,the_geom,segment_id,hour_23_avg,hour_22_avg,hour_21_avg,hour_20_avg,hour_19_avg,hour_18_avg,hour_17_avg,hour_16_avg,hour_15_avg,hour_14_avg,hour_13_avg,hour_12_avg,hour_11_avg,hour_10_avg,hour_9_avg,hour_8_avg,hour_7_avg,hour_6_avg,hour_5_avg,hour_4_avg,hour_3_avg,hour_2_avg,hour_1_avg,hour_0_avg,right_segment_id,right_drive_on_right,right_oneway,count_vals,count_vals_density
3573,0105000020E61000000300000001020000000400000073486AA164695940E8E886E0977E08407E5704FF5B6959402B2FF99FFC7D08400B45BA9F53695940756506E0557D0840F6D214014E695940FD5E1280E27C0840010200000007000000F6D214014E695940FD5E1280E27C084016A243E0486959400F4E1B40857C08403B8F8AFF3B695940EEFB3FA0967B08404D2EC6C03A6959406B03A01F807B0840B9FB1C1F2D695940AFD172A0877A084023F94A20256959405B9266A0F07908406397A8DE1A695940C7692500417908400102000000020000006397A8DE1A695940C769250041790840D0B52FA01769594061ABA16008790840,116299678432,,37,,,,20,,,31,,,13,,42,,48,,,,,,,52,,116299678432,0,1,5,1923076.92307692
3574,0105000020E6100000050000000102000000040000006EF7729F1C695940773516A0AF7908407218CC5F21695940245DD83FF47908408AABCABE2B695940EFBAA740A07A08402A3BFDA02E6959404B2FBD3FD67A08400102000000030000002A3BFDA02E6959404B2FBD3FD67A0840AFEC82C135695940731971E0597B08409C50888043695940A30F8E40597C08400102000000020000009C50888043695940A30F8E40597C0840F9A23D5E486959408646A800B57C0840010200000002000000F9A23D5E486959408646A800B57C0840B4E386DF4D6959402B5899DF1F7D0840010200000004000000B4E386DF4D6959402B5899DF1F7D0840C364AA6054695940C3CC46009A7D0840E3361AC05B695940C9B2797F307E0840BB287AE06369594000416FE0C47E0840,116333232864,,,,,66,,,39,32,,,21,,30,,26,,,,,,,,32,116333232864,0,1,5,1923076.92307692
3583,0105000020E61000000400000001020000000300000032569BFF5769594014A5ADDF86BF08408DD5E6FF556959405368AC3FBABF0840A2444B1E4F69594045B399E027C00840010200000002000000A2444B1E4F69594045B399E027C00840FAF02C4146695940C66D3480B7C00840010200000002000000FAF02C4146695940C66D3480B7C00840AFEC82C13569594032832140C0C10840010200000005000000AFEC82C13569594032832140C0C1084011A8FE4124695940954EA05FC6C2084009185DDE1C695940CB6B5F1F21C3084088D51F6118695940D48F977F3EC30840000341800C69594080A9F27F3FC30840,116635222752,,,,,35,,,,40,41,31,25,,37,,42,22,,,,,,,,116635222752,0,1,4,1538461.53846154
3620,0105000020E610000005000000010200000003000000C537143E5B695940D7DE448015C00840D097DEFE5C6959405231A56053C00840CAA65CE15D695940C447FE3FD2C00840010200000003000000CAA65CE15D695940C447FE3FD2C008409A081B9E5E6959401189082031C10840F1B73D41626959404264ECDF50C30840010200000003000000F1B73D41626959404264ECDF50C308400E6954E0646959400713B9BFFEC40840EA78CC4065695940943DF83F76C50840010200000002000000EA78CC4065695940943DF83F76C50840EA78CC4065695940F59000A050C80840010200000002000000EA78CC4065695940F59000A050C80840EA78CC4065695940ECD396DF0EC90840,117910291168,,,,,,,,55,,,44,,,,,,,,,,,,,,117910291168,0,1,2,769230.769230769
3621,0105000020E610000003000000010200000004000000566133C005695940112D609F8CC308400D33349E0869594087A7F49F77C3084088D51F6118695940BF6CF1DF72C30840BE16F4DE18695940B522833F70C30840010200000004000000BE16F4DE18695940B522833F70C308400327DBC01D6959404264ECDF50C30840ACC8E880246959406F6182BF04C3084060CAC0012D695940934039C082C2084001020000000300000060CAC0012D695940934039C082C20840DF15C1FF56695940BDF0941F02C00840FCC6D79E596959405A66AE5FF2BF0840,117943845600,,,,,,,,,44,,,,44,,51,37,,,,,,,,,117943845600,0,1,4,1538461.53846154
3623,0105000020E610000004000000010200000002000000020CCB9F6F695940DEB201E0F1D80840679DF17D716959403341E45F91D80840010200000008000000679DF17D716959403341E45F91D808409A5C8C81756959407579EF7FB2D70840EC4E779E7869594054159EC009D70840AFCE31207B695940CBC639A05BD60840BA2EFCE07C695940CD9308E0A8D50840554FE61F7D695940687C1D40D8D4084043FE99417C695940AC58576023D408401B9FC9FE7969594087ACA8A026D308400102000000020000001B9FC9FE7969594087ACA8A026D30840C9ACDEE1766959408CD6B4FFBFD10840010200000004000000C9ACDEE1766959408CD6B4FFBFD10840B3EC496073695940AFB8D5FF7BD00840849CF7FF716959403132D83F15D0084064CA87A06A695940B3EC496073CE0840,118044508896,39,50,41,36,39,44,40,47,36,34,36,40,35,38,35,36,,,,,,,55,,118044508896,0,1,4,1538461.53846154
3625,0105000020E6100000030000000102000000030000005B61FA5E43695940D885DD7F7DDF08403A92CB7F486959404D8279C023DF0840D8D30E7F4D69594082A2A27FBCDE0840010200000004000000D8D30E7F4D69594082A2A27FBCDE084000E5EFDE51695940731630604DDE0840CEC4742156695940DBA1823FD3DD0840D8D64FFF596959404390A4204FDD0840010200000003000000D8D64FFF596959404390A4204FDD084012876C205D695940EEBAD0BFD1DC0840C9586DFE5F69594067109B9F4DDC0840,118111617760,42,48,43,39,44,44,36,56,39,42,42,61,44,56,40,42,50,44,52,53,42,56,55,47,118111617760,0,1,6,2307692.30769231
3626,0105000020E61000000300000001020000000200000002F1BA7EC1695940B956F79F67E1084023C0E95DBC695940C46D5DFFE8E2084001020000000300000023C0E95DBC695940C46D5DFFE8E20840B3CEF8BEB8695940BA6B85C0FCE308407E8D2441B86959401186C79F24E408400102000000020000007E8D2441B86959401186C79F24E40840B0AD9FFEB36959405FAC98DFA3E50840,118145172192,44,,33,38,28,21,15,20,,38,31,,28,21,46,25,,,82,54,41,,57,34,118145172192,0,1,1,384615.384615385
3634,0105000020E6100000050000000102000000020000003B8F8AFF3B6B594002B9E59FF0C408407C7E18213C6B5940A406CBBF33C508400102000000020000007C7E18213C6B5940A406CBBF33C50840D5AF743E3C6B594026D9340065C50840010200000002000000D5AF743E3C6B594026D9340065C50840E00F3FFF3D6B5940F608775F7CC60840010200000002000000E00F3FFF3D6B5940F608775F7CC608407B30293E3E6B594045067FE0A6C608400102000000020000007B30293E3E6B594045067FE0A6C60840982F2FC03E6B5940199957E0F1C60840,118413607648,48,38,42,32,47,53,45,32,38,45,43,21,29,42,35,38,53,42,70,58,40,55,52,47,118413607648,0,1,4,1538461.53846154
3732,0105000020E610000002000000010200000006000000C573B680D0685940B2C3D29F81D109400342EBE1CB68594099570100F8CE09403883BF5FCC6859405707FEBF03CE0940A9C29FE1CD6859409B4D707F68CD09404E4354E1CF685940BC62C23FD7CC094014967840D9685940E6E97D5F33CB094001020000000200000014967840D9685940E6E97D5F33CB094066D993C0E66859402CAF64E0E3C80940,121668387552,,,,,,,,,,,,25,18,,,,,,,,,,,,121668387552,0,1,1,384615.384615385
3768,0105000020E61000000100000001020000000B00000000000080216E59400000004043F40940000000601A6E594000000020A9F3094000000040136E5940000000604CF30940000000200B6E59400000006016F3094000000020036E5940000000A010F30940000000A0FF6D5940000000A01BF30940000000E0FB6D5940000000C034F3094000000020F56D59400000008085F30940000000A0EF6D5940000000C0DFF3094000000020DD6D5940000000A058F50940000000C0DC6D5940000000C05DF50940,123178336992,,,,,,130,,,,,,,,,,,,,,,,,,,123178336992,0,1,1,384615.384615385
3769,0105000020E61000000100000001020000000E000000000000C0DC6D5940000000C05DF50940000000C0D96D5940000000C090F5094000000060D56D5940000000E0BEF5094000000080CF6D594000000000D6F5094000000060C96D594000000000CBF50940000000C0C36D5940000000609EF5094000000020BF6D59400000008054F5094000000000BA6D594000000060E7F4094000000020B56D59400000006039F40940000000E0B26D594000000060C2F3094000000000B16D5940000000203DF3094000000000B06D5940000000A0B9F2094000000080AF6D59400000008037F2094000000040B06D5940000000007DF00940,123211891424,,,44,,,,,,69,,,,,,,,56,,,,,,,37,123211891424,0,1,2,769230.769230769
3771,0105000020E61000000300000001020000000B0000004F3DD2E0B66D594037F2ABFF94E60940618E1EBFB76D594093AD896077E5094048FE60E0B96D5940266CE45F70E20940E21E4B1FBA6D5940013E2E60B8E109408FDE701FB96D59402A0682DF0AE10940A27DACE0B76D5940592FA7808BE00940D80C7041B66D59407D78962023E009405D6DC5FEB26D5940D65FA73F98DF0940B83A00E2AE6D59400583735F31DF09400536E7E0996D5940684EC9FF05DE0940E884D041976D59402431F77FC4DD0940010200000003000000E884D041976D59402431F77FC4DD09400806103E946D59406275589F7ADD094050340F60916D5940CAF3E85FF5DC094001020000000200000050340F60916D5940CAF3E85FF5DC094087C3D2C08F6D59402572666089DC0940,123279000288,,,,45,,,,,53,,,,37,,,,43,,,,,,,,123279000288,0,1,2,769230.769230769
3773,0105000020E610000006000000010200000005000000D7BE805EB86D59403F828F7F6EE10940F5BD86E0B86D59400B889C00BBE109405A9D9CA1B86D59401B2276BF6DE20940732D5A80B66D594089F3899F73E50940DFFDF15EB56D5940199957E0F1E60940010200000003000000DFFDF15EB56D5940199957E0F1E60940338CBB41B46D5940357A354069E80940397D3D5FB36D59403F6B655F05EA0940010200000003000000397D3D5FB36D59403F6B655F05EA0940043C69E1B26D594028F9E83F31EB0940DBDC989EB06D5940F201893FEDEC0940010200000003000000DBDC989EB06D5940F201893FEDEC0940889CBE9EAF6D594074D0E3FFA7ED0940594C6C3EAE6D5940B59078609DEE0940010200000003000000594C6C3EAE6D5940B59078609DEE094048FB1F60AD6D5940D3A85D9F7BEF0940240B98C0AD6D59403132D83F15F00940010200000002000000240B98C0AD6D59403132D83F15F00940BF2B82FFAD6D5940B3823A408BF00940,123346109152,,,,,,,,,,,,,,,,,,,,,,,,61,123346109152,0,1,2,769230.769230769
3774,0105000020E610000001000000010200000011000000FFCF61BEBC6D5940E4DCE4BF59F50940B0FECF61BE6D5940C015FD5F7DF509400D51853FC36D59409EF24300CBF50940A5A14621C96D5940157B3FA0F9F509407233DC80CF6D59405CE47DA005F60940A5A487A1D56D59401CFB4800EDF50940A8C5E061DA6D5940F9E8603FBCF50940D6C743DFDD6D5940D639488081F50940C74CA25EF06D5940AE7E8DA008F40940E86C01A1F56D59409412E57FB0F309404F1F813FFC6D5940F8B49AE061F30940BF1072DEFF6D5940754C693F4AF3094093E1783E036E594027565FC03FF309408FC360FE0A6E5940AD11667F45F309408BA548BE126E59408C84748079F309407636E49F196E5940C431A21FD3F30940BAF8DB9E206E5940224B8B9F6BF40940,123413218016,,,,,,,,,,33,,,,,,,,,,,,,,41,123413218016,0,1,1,384615.384615385
3775,0105000020E61000000400000001020000000600000096EA025E666959400503DF9F18B20940C9586DFE5F6959408263A61F9AB2094061A6ED5F596959409F935AFF19B3094083C30B225269594034BC9B9FC9B309407442E8A04B695940A768BCDF2EB4094028F04E3E3D69594099C11020E0B4094001020000000200000028F04E3E3D69594099C11020E0B40940B20DDC813A695940B80994A001B50940010200000003000000B20DDC813A695940B80994A001B509406397A8DE1A6959404FCC9B3F7DB6094006F7031E18695940CC443260A0B6094001020000000500000006F7031E18695940CC443260A0B609404B04AA7F10695940AF0BBBFFFAB609401893FE5E0A6959407520887F1AB7094020CF2EDFFA685940CD5299FFE3B60940CE8E54DFF968594047979240DEB60940,123446772448,,,6,,8,,9,9,,,,20,22,,29,,,,,,,,38,31,123446772448,0,1,1,384615.384615385
3781,0105000020E610000001000000010200000003000000849F38807E685940A79201A08ABB0940931D1B8178685940DDCAF9FFC4BA09408FFCC1C0736859408DD75980F8B90940,123648099040,,,,,,,,,,,,18,,,,,,,,,,,,,123648099040,0,1,6,2307692.30769231
3879,0105000020E6100000030000000102000000030000003B8F8AFF3B6B594002B9E59FF0C40840CFBEF2203D6B594072C1D7DF2BC50840ABCE6A813D6B59402C593E6058C50840010200000002000000ABCE6A813D6B59402C593E6058C50840AA807B9E3F6B59408CFE863F79C60840010200000002000000AA807B9E3F6B59408CFE863F79C608401AC05B20416B5940A0D3FBDF74C70840,127070651104,56,,42,,32,53,34,,39,35,,,27,,45,76,55,,,,71,,55,55,127070651104,0,1,4,1538461.53846154
3906,0105000020E610000002000000010200000002000000FCFF3861C26F59400A368500A645094023145B41D36F5940EB6F09C03F45094001020000000200000023145B41D36F5940EB6F09C03F450940EF5701BEDB6F5940A9786D80E3440940,127943066336,48,43,49,36,48,51,49,40,50,45,48,46,56,45,48,46,52,,50,52,60,39,51,38,127943066336,0,1,1,384615.384615385
3922,0105000020E6100000040000000102000000020000000C3F389F3A6F59400F264900CC07094091F0BDBF416F5940651BFA1F4708094001020000000200000091F0BDBF416F5940651BFA1F47080940E333D93F4F6F5940435E6ADF37090940010200000004000000E333D93F4F6F5940435E6ADF37090940BF49D3A0686F5940A7267FFFFF0A0940793C2D3F706F594072065640670B0940766C04E2756F594014543B60AA0B0940010200000002000000766C04E2756F594014543B60AA0B09402502D53F886F5940984273DF620C0940,128513491680,,,,,44,,,,,,15,,,,,,,,,,,,,,128513491680,0,1,3,1153846.15384615
3969,0105000020E6100000020000000102000000070000001CCF6740BD6659409BD01C405C3D0940CDACA580B46659408EE27F9F2F3D09407D3CF4DDAD6659408DD41800EC3C0940857B65DEAA665940957A58A0C43C094003EB387EA86659401EF25C00963C09408D08C6C1A56659402F4B9E5F523C094077483140A2665940DAE55B1FD63B094001020000000200000077483140A2665940DAE55B1FD63B0940D906EE409D665940FBFAADDF443B0940,130124104416,45,25,24,20,17,33,26,24,29,18,39,31,24,32,32,38,38,40,52,36,37,45,40,43,130124104416,0,1,2,769230.769230769
3988,0105000020E610000003000000010200000004000000317A6EA12B665940E9B623204F8008406AD95A5F24665940371DBFBF5A800840FCE4284014665940EC5A5220798008402B323A2009665940DFEAAD3F918008400102000000020000002B323A2009665940DFEAAD3F91800840BD3AC780EC655940F1321E00CC800840010200000003000000BD3AC780EC655940F1321E00CC8008404E4354E1CF6559407395F61FFC800840060FD3BEB965594039AAC39F1B810840,130761638624,,,,,,,,,,,,,,80,,,,,,,,,,84,130761638624,0,1,1,384615.384615385
3997,0105000020E610000004000000010200000004000000734BAB21716859404BD6553F3EBA09407D5D86FF74685940B90312A0E8BA09405C8E57207A6859403E88118087BB0940315F5E807D68594030636D00F4BB0940010200000002000000315F5E807D68594030636D00F4BB0940063065E080685940CA9A815F5DBC0940010200000003000000063065E080685940CA9A815F5DBC0940FDF675E09C685940ED9159FFDFBF0940774EB340BB685940ED65783FB0C30940010200000003000000774EB340BB685940ED65783FB0C30940A180ED60C4685940C1CFB0FFD7C40940E2218C9FC6685940BC504C201DC50940,131063628512,,,,,,,,,,,,,,,,,,,70,,,,,,131063628512,0,1,6,2307692.30769231
3998,0105000020E610000002000000010200000002000000E2218C9FC6685940BC504C201DC50940DD06B5DFDA6859407C7CA5A099C70940010200000002000000DD06B5DFDA6859407C7CA5A099C7094029081EDFDE685940EE92FE7F18C80940,131097182944,,,,,,,,,28,58,,,,,,,,,,,,,,,131097182944,0,1,2,769230.769230769
4010,0105000020E6100000040000000102000000030000003DB665C059685940D9EE1EA0FBB209407E5704FF5B68594069CBF3BFE0B3094052280B5F5F6859403D352C8008B5094001020000000200000052280B5F5F6859403D352C8008B509404BE9995E62685940FA6659FF00B609400102000000020000004BE9995E62685940FA6659FF00B6094048197101686859406DD3AFDFD9B7094001020000000300000048197101686859406DD3AFDFD9B709400A4B3CA06C685940B47977BF65B90940734BAB21716859404BD6553F3EBA0940,131499836128,,,,,34,,,,,,15,,,,,,,,,,,,,,131499836128,0,1,5,1923076.92307692
4023,0105000020E6100000050000000102000000060000003AADDBA0F66859400FBB6BE079770840BF0D315EF36859400471FD3F77770840C74CA25EF0685940908C30A072770840F27B9BFEEC68594000172A20697708407978CF81E56859402E288020487708401FF64201DB685940166006001A7708400102000000020000001FF64201DB685940166006001A7708400936AE7FD7685940B3D51F400A7708400102000000060000000936AE7FD7685940B3D51F400A77084092054CE0D6685940A98BB19F07770840B00111E2CA6859403203B6FFD87608405EBEF561BD685940A4B3E5BFB4760840D9092FC1A9685940F23150006276084077483140A26859407F0328804176084001020000000300000077483140A26859407F03288041760840C767B27F9E6859401C7941C031760840168733BF9A685940BA7EC9DF20760840010200000004000000168733BF9A685940BA7EC9DF207608401366DAFE95685940E20F16800C7608404D10751F8068594015FD46E0B475084046CEC29E76685940CFB93E208E750840,131969598176,,,,59,78,,,,,,65,,,,,,,,,,,,,,131969598176,0,1,3,1153846.15384615
4024,0105000020E61000000500000001020000000300000046CEC29E76685940CFB93E208E75084072FA7ABE66685940EA5CEE1F4D7508406FD921FE61685940568D1480357508400102000000040000006FD921FE61685940568D14803575084045F5D6C0566859404F8F1260FD740840D8D30E7F4D685940CDBCA81FCC7408408DD2A57F496859403493FB5FA67408400102000000030000008DD2A57F496859403493FB5FA6740840A2410A9E42685940FBBF978067740840C45E28603B685940DA6354DF1A740840010200000003000000C45E28603B685940DA6354DF1A740840556D37C137685940F3505FBFF5730840FDBD141E34685940C557D85FB8730840010200000007000000FDBD141E34685940C557D85FB8730840064B75012F685940307A97205D730840BD19355F25685940560E4EC0867208405DA626C11B685940807EDFBF79710840DEE522BE136859400F0F1FE062700840E62494BE10685940BAA9DC9FE66F084011548D5E0D685940E5980BE0566F0840,132003152608,,,,,,,42,,,,,,,,,,,,,,,,,,132003152608,0,1,2,769230.769230769
4101,0105000020E610000003000000010200000005000000EE7BD45FAF6959404168FB5FC76A084057790261A76959405B8DB29F416A084090D8EE1EA0695940B241CB5FC669084021E7FD7F9C6959404C8347C08D6908408E05854199695940CF0AB19F6A6908400102000000020000008E05854199695940CF0AB19F6A690840D2C43BC093695940EF77C5DF38690840010200000002000000D2C43BC093695940EF77C5DF38690840E0F42EDE8F6959404FCE0EC01F690840,134519735008,63,73,69,59,62,90,51,,53,,,58,63,,76,,,,,,,,,85,134519735008,0,1,4,1538461.53846154
4110,0105000020E6100000030000000102000000020000008D08C6C1A5655940BF858E807E4D08408D08C6C1A5655940043201E0544B08400102000000030000008D08C6C1A5655940043201E0544B08408D08C6C1A5655940911E1200144A08404C1938A0A5655940ABDCFA9FB24808400102000000020000004C1938A0A5655940ABDCFA9FB2480840B1F84D61A5655940CA4C50608D450840,134821724896,,,36,31,78,20,,,,,42,25,14,33,,36,,,,,,,,,134821724896,0,1,1,384615.384615385
4122,0105000020E6100000040000000102000000020000004A287D21E46559405DF525C0557308404A287D21E4655940BB4ED99F7A7208400102000000020000004A287D21E4655940BB4ED99F7A7208400839EFFFE3655940AF1FA49F577108400102000000100000000839EFFFE3655940AF1FA49F577108400839EFFFE365594007932400E66F08404A287D21E4655940877F2260BE6E08404A287D21E465594007D3EE5F726E0840E4486760E465594036E103E0446908402638F581E46559404179A37F176808402638F581E4655940406B3CE0D3670840A359D93EE46559407A566F60B46708404A287D21E46559406DD863E0886708402C29779FE3655940ADD2691F23670840740987DEE26559407CA545E0BC66084021C9ACDEE1655940E88A6BDF506608403468E89FE0655940C93481BFEB6508400518963FDF655940604260408A650840C576F700DD6559403DB27FBF14650840E8667FA0DC6559402781728005650840010200000003000000E8667FA0DC65594027817280056508408BC6DADFD9655940629136C09264084063B5F97FD56559403CCDB85FF4630840,135257932512,35,51,,,,,,,,,,,,,,,,,,,,,,,135257932512,0,1,4,1538461.53846154
4146,0105000020E6100000020000000102000000020000000745F3001669594058876900EB7808401CB4571F0F69594077768580747808400102000000040000001CB4571F0F6959407776858074780840D5D0066003695940115F9AE0A3770840942F682101695940724552A089770840ADBF2500FF6859402092A5FF7A770840,136029684448,37,25,39,42,,16,,38,46,,,,,53,38,,,,,,,,51,,136029684448,0,1,2,769230.769230769
4147,0105000020E610000002000000010200000004000000145D177E7069594071AF8A3FA37F08404B3ACAC16C695940AA1CC5FF3E7F08406C09F9A06769594090B67560CE7E0840A298BC01666959403B39647FB07E0840010200000002000000A298BC01666959403B39647FB07E084073486AA164695940E8E886E0977E0840,136063238880,49,36,38,,37,33,32,12,28,23,13,,18,65,43,40,,66,60,,,45,89,49,136063238880,0,1,7,2692307.69230769
4158,0105000020E6100000020000000102000000020000006E1805C1E3665940A61A8BE05E3D09406E15C440D7665940B1F46760603D09400102000000020000006E15C440D7665940B1F46760603D0940A453573ECB6659406275589F7A3D0940,136499446496,40,44,37,54,38,21,52,28,33,29,48,43,,54,,37,39,48,40,,39,50,37,48,136499446496,0,1,3,1153846.15384615
4223,0105000020E6100000030000000102000000050000003CA41820D1645940757B620055AA09401FF30181CE6459409AC0422076AA094064B2B8FFC86459401E4951808BAA0940075DC2A1B76459405C0BAB5F86AA0940118AADA06964594082E19EDFDEAA0940010200000002000000118AADA06964594082E19EDFDEAA09409738F2406464594097757B20E4AA09400102000000030000009738F2406464594097757B20E4AA094000E5EFDE5164594059307580F5AA0940D921FE614B645940E935EADFFDAA0940,138680484576,,57,,,,,,,,,,,,,,,,,,,,,,,138680484576,0,1,3,1153846.15384615
4228,0105000020E6100000020000000102000000020000009817601F9D6D594044B2F45FEFB709407427D87F9D6D594057209B600FB809400102000000030000007427D87F9D6D594057209B600FB8094061889CBE9E6D594061523A6070B809403D98141F9F6D5940CC6A911FB7B80940,138848256736,,74,,,61,60,42,57,43,,,31,,44,,,,37,63,,,,,56,138848256736,0,1,2,769230.769230769
4237,0105000020E610000001000000010200000007000000000000C02C6F594000000000A906094000000000256F59400000008012060940000000E01D6F5940000000008605094000000000FB6E59400000002001030940000000C0E76E5940000000A08601094000000020D66E594000000080F5FF084000000000CA6E594000000080B1FE0840,139150246624,,,,,83,67,,64,,,,,,,,,,,,,,,,,139150246624,0,1,1,384615.384615385
4242,0105000020E61000000100000001020000000700000000000000CC6E59400000008038FF084000000040D06E5940000000A0ACFF084000000000E16E5940000000804F01094000000060F36E594000000000BE020940000000601C6F594000000040CD050940000000A02B6F594000000080DE06094000000000336F59400000002059070940,139318018784,70,,,,,,,,,55,105,,,,,,,,,,,,,,139318018784,0,1,1,384615.384615385
4302,0105000020E610000002000000010200000003000000ED9925016A695940E4096B00C2D90840CDCAF6216F695940E324A4A0A1D8084018CC5F2173695940E34D44E0C4D7084001020000000500000018CC5F2173695940E34D44E0C4D70840D09D60FF7569594053EF678024D70840C26D6DE1796959407C5192E0D3D50840389ECF807A6959409ACF77BF23D50840F7AE415F7A6959401E6FB03FA2D40840,141297730272,,56,62,,39,40,37,38,36,,,34,53,40,54,,,,,,,,,50,141297730272,0,1,7,2692307.69230769
4322,0105000020E610000002000000010200000008000000ED9925016A695940E4096B00C2D9084047CB811E6A695940503A9160AAD90840ACAA97DF69695940F33C761F99D908407769C361696959409B8C6CDF8AD9084096EA025E666959408E0E615F5FD9084073486AA164695940EE64AA3F46D908405D88D51F61695940553BFD7F20D9084065C746205E6959407D5CB8FF0AD9084001020000000400000065C746205E6959407D5CB8FF0AD90840859675FF58695940D368933FEFD808404BE658DE55695940DFD83720D7D808409411178046695940B8EE837F53D80840,142035927776,,40,62,,44,,,27,,56,,38,,,,,,,,,,,,,142035927776,0,1,7,2692307.69230769
4323,0105000020E61000000200000001020000000200000096EA025E66695940A261CEBF9FDA0840B4E908E066695940DC4C014080DA0840010200000002000000B4E908E066695940DC4C014080DA0840ED9925016A695940E4096B00C2D90840,142069482208,,32,46,,39,41,37,33,29,40,18,28,47,33,54,68,48,33,,,,,,41,142069482208,0,1,8,3076923.07692308
4354,0105000020E6100000020000000102000000030000003D9E961FB8665940B75CA21FB23D0940D07F0F5EBB66594076F1653FDE3D0940A59E05A1BC665940E0FB555FE13D0940010200000004000000A59E05A1BC665940E0FB555FE13D0940D7C1C1DEC4665940581A1960F63D094026E4839ECD66594004347460F73D09408AC91B60E666594021E58AFFF93D0940,143109669600,29,22,33,8,73,22,9,,,19,,16,3,10,25,32,,,45,41,38,39,32,34,143109669600,0,1,3,1153846.15384615
4356,0105000020E610000002000000010200000002000000271763601D65594081BE80A0D4A509408F1A13622E655940AA86D41F27A509400102000000030000008F1A13622E655940AA86D41F27A50940D6FD63213A65594053FB5B9FC5A409406D003620426559401DDE9CDF6AA40940,143176778464,,,,,,,,,,,,,,,,,,,,,,,46,164,143176778464,0,1,1,384615.384615385
4357,0105000020E610000002000000010200000002000000C05B2041F1645940CA8A7EC045A7094089CF9D60FF645940A7FA9D3FD0A6094001020000000300000089CF9D60FF645940A7FA9D3FD0A609406803B001116559409CBA97A02BA609403447567E19655940648464BFF6A50940,143210332896,,,,,,,,,,41,,,,,,,,,,,,,,32,143210332896,0,1,3,1153846.15384615
4380,0105000020E6100000020000000102000000030000009C50888043695940FD318C3F7AD8084016A243E0486959408602F89FE3D8084027F6D03E56695940B9448180ADD9084001020000000800000027F6D03E56695940B9448180ADD90840A3957B8159695940142928A0E4D908409A081B9E5E6959402FB5AD7F3ADA08404C378941606959408CBF8ADF56DA08400E6954E06469594080C01CA0A8DA084043AA285E65695940A7BBA1DFADDA084061A92EE0656959403DB1B1BFAADA084096EA025E66695940A261CEBF9FDA0840,144015639264,,,15,,,,,40,25,,,29,42,22,,,,,,,,,,,144015639264,0,1,9,3461538.46153846
4431,0105000020E610000001000000010200000002000000357D76C07565594070498A9F31810840B7D4415E0F655940C8F993DF3F810840,145693360864,,66,,,,,,77,,71,,,,,80,,,,,,,,,,145693360864,0,1,4,1538461.53846154
4432,0105000020E610000001000000010200000002000000000000600F655940000000E03F81084000000060B26459400000004049810840,145726915296,87,73,80,79,79,76,53,72,84,75,79,64,,82,,,,,,,,,84,73,145726915296,0,1,2,769230.769230769
4434,0105000020E610000002000000010200000003000000060FD3BEB965594039AAC39F1B810840FDF675E09C655940AB487D403D810840C440D7BE80655940D9537ABF34810840010200000002000000C440D7BE80655940D9537ABF34810840357D76C07565594070498A9F31810840,145794024160,67,62,63,65,77,73,46,,74,73,77,77,70,70,55,69,72,72,71,91,,,69,76,145794024160,0,1,4,1538461.53846154
4446,0105000020E6100000030000000102000000040000000B24287E8C715940364B13002D6F0840E833A0DE8C7159407D9FC3DFA36C08401684F23E8E715940AC6F81808C6B0840A374E95F92715940687B4F406E6A0840010200000002000000A374E95F92715940687B4F406E6A08408AE76C01A17159407E9873DF206808400102000000050000008AE76C01A17159407E9873DF206808402E1A321EA57159402B5967DF89670840618BDD3EAB715940CE7D83407866084089EAAD81AD71594032C1781FAA650840535BEA20AF715940B8454F8017640840,146196677344,,95,69,77,74,,68,,,64,73,78,,,,73,,,,,,,,64,146196677344,0,1,3,1153846.15384615
4447,0105000020E610000002000000010200000002000000535BEA20AF715940B8454F8017640840B83A00E2AE71594022900900A7620840010200000003000000B83A00E2AE71594022900900A762084019ABCDFFAB71594097B47780065F08406CE8667FA07159408223DCBF0D5C0840,146230231776,,79,,83,76,82,79,,,87,71,79,65,64,,77,82,76,,,82,,,80,146230231776,0,1,2,769230.769230769
4457,0105000020E610000003000000010200000006000000E048A0C1A67159404B71FA1F056408403A7AFCDEA67159409E2098409D64084004392861A6715940E3C9C91F67650840B1F84D61A57159406B8266DF2E660840EE7893DFA2715940EA8701E0126708409126DE019E71594034FB97FFEB6708400102000000020000009126DE019E71594034FB97FFEB670840742497FF907159401CCAB33F0E6A0840010200000004000000742497FF907159401CCAB33F0E6A0840E833A0DE8C7159401955A77F206B08400D7217618A71594045DAC69FA86C084030629F008A7159408CB05540A96F0840,146699993824,55,62,,61,58,66,57,34,59,69,58,60,60,63,51,63,49,,59,,,,,,146699993824,0,1,3,1153846.15384615
4496,0105000020E610000002000000010200000004000000BC07E8BE9C71594062B6C77F3F5C08400118CFA0A171594028FB5BC0D35D0840B1F84D61A571594085AD9F1FC25F08405D6A847EA6715940BDDFECFFB16208400102000000020000005D6A847EA6715940BDDFECFFB1620840E048A0C1A67159404B71FA1F05640840,148008616672,,,,,,,13,,,,,,,,,,,,,,,,,30,148008616672,0,1,2,769230.769230769
