cartodb_id,the_geom,segment_id,hour_23_avg,hour_22_avg,hour_21_avg,hour_20_avg,hour_19_avg,hour_18_avg,hour_17_avg,hour_16_avg,hour_15_avg,hour_14_avg,hour_13_avg,hour_12_avg,hour_11_avg,hour_10_avg,hour_9_avg,hour_8_avg,hour_7_avg,hour_6_avg,hour_5_avg,hour_4_avg,hour_3_avg,hour_2_avg,hour_1_avg,hour_0_avg,right_segment_id,right_drive_on_right,right_oneway,count_vals,count_vals_density
8136,0105000020E610000001000000010200000004000000E736E15E996959401B8FC65F6285084032384A5E9D6959406FCED25FF98508400F48C2BE9D695940318A71404386084032384A5E9D69594054398AFF7D860840,272462004960,,,,,,20,,,,,,,,,,,,,,,,,,,272462004960,0,1,1,384615.384615385
8137,0105000020E610000001000000010200000003000000BB287AE06369594000416FE0C47E08403DB9A64066695940C0D53200F17E0840C53A55BE67695940B23296C0187F0840,272495559392,62,48,41,34,48,,65,49,34,39,,44,57,46,29,76,,,,,58,,,37,272495559392,0,1,5,1923076.92307692
8161,0105000020E6100000010000000102000000020000008D08C6C1A5655940EB300D601D5908408D08C6C1A5655940066E934039580840,273300865760,40,,17,21,53,23,,40,,43,16,48,,38,56,20,18,,,,,,52,36,273300865760,0,1,2,769230.769230769
8201,0105000020E610000001000000010200000002000000A06B5F402F6B59400CC525E03ABB084084BA48A12C6B5940817F8440B2B90840,274643043040,61,40,53,46,,8,37,66,51,34,57,,40,46,73,76,37,59,58,54,72,84,61,41,274643043040,0,1,1,384615.384615385
8267,0105000020E610000001000000010200000002000000CC61F71DC369594036CF8DC08AE10840CF8250DEC76959402ADDE19FE7E10840,276891189984,39,38,,34,,,,36,,,37,,32,,,,,,,,,,,,276891189984,0,1,2,769230.769230769
8268,0105000020E610000001000000010200000002000000CC61F71DC369594036CF8DC08AE1084023111AC1C6695940B5BB8B2063E00840,276924744416,34,,41,32,,,,43,,,,38,,31,,,48,,,,,,53,,276924744416,0,1,2,769230.769230769
8269,0105000020E610000001000000010200000003000000B3D1393FC5695940DF6CB57F4CE0084079211D1EC2695940A1FE0EA03AE1084002F1BA7EC1695940B956F79F67E10840,276958298848,40,23,35,29,55,37,34,42,,33,44,52,33,25,79,49,31,39,37,33,41,39,38,25,276958298848,0,1,2,769230.769230769
8270,0105000020E610000001000000010200000004000000575BB1BFEC69594098D795BF10E4084025E7C41EDA6959401EC6A4BF97E20840116F9D7FBB6959400FA441C010E0084042B3EBDE8A6959408E7BB1FF53DC0840,276991853280,82,64,65,70,67,60,59,63,63,67,70,56,66,61,67,71,78,79,86,99,83,81,77,75,276991853280,0,1,5,1923076.92307692
8271,0105000020E610000001000000010200000003000000575BB1BFEC69594098D795BF10E40840A089B0E1E96959403ABF51C0B0E308403CA41820D1695940F70B8F6057E10840,277025407712,45,35,33,46,27,30,33,25,12,14,6,,24,8,23,55,54,,56,,,55,55,57,277025407712,0,1,2,769230.769230769
8312,0105000020E6100000010000000102000000030000003126FDBD14675940FD1DA39F1D3E09403DD7F7E1206759409E5D21201D3E0940C13A8E1F2A6759402E63967F253E0940,278434693856,,68,,48,66,52,22,35,35,69,34,95,35,77,,,,50,,,,36,,58,278434693856,0,1,6,2307692.30769231
8336,0105000020E610000001000000010200000003000000000341800C69594080A9F27F3FC30840B401D88008695940801984A040C30840566133C005695940CF35C45F30C30840,279240000224,30,,48,34,48,28,46,,31,26,31,37,,27,31,24,32,38,,,,,,,279240000224,0,1,2,769230.769230769
8344,0105000020E6100000010000000102000000020000001AC05B20416B59400B33448099C808404910AE80426B5940F82B6C1F55C90840,279508435680,52,43,51,44,35,46,44,48,44,45,42,35,49,50,51,50,53,56,61,65,77,66,60,52,279508435680,0,1,2,769230.769230769
8412,0105000020E610000001000000010200000007000000B5FE9600FC6959400C0422405D6F08404D4C1762F5695940FCE1E7BF076F084037894160E569594061BBA4FF1F6E0840B6F5D37FD66959406B2EB3DF456D08400342EBE1CB695940AEE4B6BFAB6C084039807EDFBF6959401562A2FFED6B0840EE7BD45FAF6959404168FB5FC76A0840,281823691488,61,,65,63,,51,47,,,,,51,63,,63,,,,,,,,,,281823691488,0,1,2,769230.769230769
8541,0105000020E610000001000000010200000004000000DBDC989EB06859404C56C17F25C508409E5C5320B368594016B7FA7F0FC50840FFCF61BEBC685940E8BD7320D2C408409A417C60C768594051C7BEBF9CC40840,286219322080,,,40,,,83,,,,40,50,57,29,,25,,,60,,,,,,64,286219322080,0,1,2,769230.769230769
8542,0105000020E610000001000000010200000005000000272F3201BF695940FEC821A0CAE20840F19F6EA0C06959404D67699F75E20840D80FB1C1C26959403EDBF67F06E208407E9065C1C469594094E7D1BFEAE10840CF8250DEC76959402ADDE19FE7E10840,286252876512,44,33,54,31,32,46,29,36,35,27,44,42,30,32,37,36,38,,53,50,39,42,45,38,286252876512,0,1,2,769230.769230769
8543,0105000020E610000001000000010200000003000000272F3201BF695940FEC821A0CAE20840BA10AB3FC2695940D81C73E0CDE10840CC61F71DC369594036CF8DC08AE10840,286286430944,,15,42,27,,,,48,,,,41,,97,,,48,,,,,,49,,286286430944,0,1,2,769230.769230769
8546,0105000020E6100000010000000102000000030000003CA41820D1695940F70B8F6057E10840CF8250DEC7695940A94BE73F7BE0084023111AC1C6695940B5BB8B2063E00840,286387094240,33,26,13,30,9,3,24,19,,,,,,12,51,25,,,33,33,22,17,34,25,286387094240,0,1,2,769230.769230769
8547,0105000020E6100000010000000102000000050000003CA41820D1695940F70B8F6057E10840F793313ECC6959405BCD7CFFCDE00840FED2A23EC9695940B0CBF09F6EE0084022C32ADEC869594003349DDF28E0084064B2B8FFC86959408B9D3AA0B6DF0840,286420648672,36,47,51,33,,18,39,31,,,,,,,,,,,38,,,45,30,32,286420648672,0,1,2,769230.769230769
8586,0105000020E610000001000000010200000003000000F6CFD380416B594065C2921FAFC708404910AE80426B5940DC21EE7FBAC808404910AE80426B5940F82B6C1F55C90840,287695717088,55,20,42,36,42,65,44,47,46,34,42,,46,95,66,69,40,44,,,61,50,76,62,287695717088,0,1,3,1153846.15384615
8652,0105000020E6100000010000000102000000020000005CACA8C1346B5940D9047BC0FAFF0940F7CC9200356B59400EBC39E0E3010A40,289910309600,,,,,,,37,40,,,44,,,51,,,,,,,,,,40,289910309600,0,1,2,769230.769230769
8658,0105000020E61000000100000001020000000200000005FD851E316B59400B84B6FF75BC08403B8C497F2F6B59407773440068BB0840,290111636192,29,42,49,44,,10,36,64,21,36,32,64,37,30,76,26,19,17,33,33,69,38,45,42,290111636192,0,1,1,384615.384615385
8659,0105000020E610000001000000010200000002000000C0401020436B59402825CAFF60C70840D2DF4BE1416B59400153E5FF7EC60840,290145190624,53,40,45,42,,20,37,55,57,45,41,59,47,56,37,41,50,64,75,49,82,48,48,70,290145190624,0,1,4,1538461.53846154
8660,0105000020E6100000010000000102000000020000001381EA1F446B5940E5ECBEDF3FC8084001309E41436B59403AFDA89F9AC70840,290178745056,53,48,44,40,,25,37,45,46,45,42,61,44,47,54,34,58,63,62,56,73,30,46,56,290178745056,0,1,3,1153846.15384615
8749,0105000020E610000001000000010200000005000000BF0AF0DDE6655940A6174A6052800840388600E0D86559408B749A6093800840149337C0CC655940F1321E00CC800840C24F1C40BF6559408FB69EDFFF800840060FD3BEB965594039AAC39F1B810840,293198643936,46,,41,,,,,,,80,73,,,76,,,,53,54,157,,,74,54,293198643936,0,1,1,384615.384615385
8812,0105000020E61000000100000001020000000200000066D993C0E66859402CAF64E0E3C80940D5CA845FEA68594059411DA045C80940,295379682016,28,,,,,27,,,47,29,,,30,,85,,,,,,,,32,,295379682016,0,1,1,384615.384615385
8814,0105000020E6100000010000000102000000020000007978CF81E5685940BA803C60C3C8094046072461DF685940E486BE3FCEC90940,295446790880,,,,,,,,,,,,,48,,,,,,,,,,,,295446790880,0,1,1,384615.384615385
8815,0105000020E61000000100000001020000000200000073F7393E5A6859401F80585FF2B109403DB665C059685940D9EE1EA0FBB20940,295480345312,,,,,,25,,,47,,34,,36,,,46,,,,53,,,,,295480345312,0,1,3,1153846.15384615
8817,0105000020E610000001000000010200000002000000A1478C9E5B68594060D39C1FF3AF094073F7393E5A6859401F80585FF2B10940,295547454176,,,,,,,,,,,,,,,22,39,,,,53,,,,,295547454176,0,1,1,384615.384615385
8818,0105000020E6100000010000000102000000020000009B560A815C685940827B75C03BB20940D09D60FF7568594069CBF3BFE0B30940,295581008608,,44,52,,,,,,,,,,,,54,,,,,,,,,,295581008608,0,1,5,1923076.92307692
8819,0105000020E6100000010000000102000000020000009B560A815C685940827B75C03BB20940CAA65CE15D6859405E1DF8FF0EB00940,295614563040,39,10,,,,27,,,43,107,,21,,,44,,32,,,,,,,,295614563040,0,1,1,384615.384615385
8822,0105000020E6100000010000000102000000050000008693347F4C68594046BF8DFFC8AD094020B75F3E596859402B199D7FFDB009409A081B9E5E68594069A59400CAB109407A39ECBE63685940AED0CD1F4FB20940D09D60FF7568594069CBF3BFE0B30940,295715226336,,,,13,17,28,,17,,,,,11,27,,,,,70,,,,,59,295715226336,0,1,4,1538461.53846154
8823,0105000020E61000000100000001020000000200000088BD50C076685940F4682E6097B309406F2A52616C6859403B6B9EC0C7B20940,295748780768,52,51,45,53,54,46,26,47,52,45,50,57,45,,54,56,55,,,66,67,45,46,63,295748780768,0,1,3,1153846.15384615
8953,0105000020E6100000010000000102000000020000004D10751F806959408ADED2FFAC80084095F0845E7F695940C8116380E1800840,300177965792,,21,10,,,,,,,,,,,,9,31,,,,29,,,26,16,300177965792,0,0,14,5384615.38461538
9018,0105000020E610000001000000010200000007000000F0879FFF1E69594073117C5F9ECE09408CF678211D6959408B7227E0F0CD09406BD619DF17695940470E647FD1CC094038656EBE1169594088A89920B0CB094060730E9E09695940DF034BE09CCA0940575EF23FF96859409EC5BDBF62C90940D5CA845FEA68594059411DA045C80940,302359003872,31,,,,,,,,,,,,,,,,,,,,,,,,302359003872,0,1,1,384615.384615385
9049,0105000020E6100000010000000102000000020000009B38B9DFA16D59407A8182207AB9094048F8DEDFA06D5940DCA49A40AEB80940,303399191264,,,19,,,,21,,46,,,11,,25,,,,,,45,,,,,303399191264,0,1,2,769230.769230769
9123,0105000020E6100000010000000102000000030000008BFCFA213669594066BE839F38E008405740A19E3E69594024C7E75FDCDF08405B61FA5E43695940D885DD7F7DDF0840,305882219232,44,48,48,41,59,44,48,50,43,45,41,52,52,64,44,49,51,48,52,46,44,47,51,48,305882219232,0,1,1,384615.384615385
9161,0105000020E6100000010000000102000000030000001FDB32E02C6959406681FABFB8660840E333D93F4F695940020F0C207C6808407B849A2155695940C4CAAA00C6680840,307157287648,63,,76,71,,,61,61,,,,69,,,,69,,,,,,,80,71,307157287648,0,1,2,769230.769230769
9172,0105000020E610000001000000010200000005000000D9EE1EA0FB6859401D397760A5770840368FC360FE685940F64AB43FAB770840942F682101695940CD29F9BFC07708407A51BB5F05695940859B29000878084093E4B9BE0F695940AE23B31FCE780840,308667237088,42,,49,42,31,24,28,29,44,,15,80,40,26,37,47,,,31,,,67,,38,308667237088,0,1,2,769230.769230769
9174,0105000020E61000000100000001020000000200000095F0845E7F695940C8116380E18008404D10751F806959408ADED2FFAC800840,308734345952,36,,37,,26,20,17,24,26,29,17,,24,,44,31,5,,,,,,,,308734345952,0,0,14,5384615.38461538
9209,0105000020E610000001000000010200000002000000063065E080695940901D6D7FDB810840963E74417D695940E641176061810840,308767900384,34,,28,,39,27,,43,35,25,50,,36,53,42,,,66,27,54,,,,46,308767900384,0,1,14,5384615.38461538
9210,0105000020E610000001000000010200000007000000063065E080695940901D6D7FDB8108402920ED7F806959404ADA64BFB48108408FFF024180695940304F846097810840F4DE18028069594049CCFD1F718108407100FDBE7F695940A558E2BF4881084018CFA0A17F695940ADFE21602181084095F0845E7F695940C8116380E1800840,308801454816,36,,35,,30,18,26,25,,,,,24,,44,31,,,,,,,,,308801454816,0,1,14,5384615.38461538
9233,0105000020E61000000100000001020000000200000029081EDFDE685940EE92FE7F18C809407978CF81E5685940BA803C60C3C80940,309573206752,,,36,,,,,,,,,,,,,,,,,,52,,,,309573206752,0,1,1,384615.384615385
9234,0105000020E61000000100000001020000000500000029081EDFDE685940EE92FE7F18C809409947FE60E06859407DE3734075C809405167EE21E1685940E17BC19FC8C80940CE88D2DEE06859407B23671F33C9094046072461DF685940E486BE3FCEC90940,309606761184,,,35,,,,,,,,,,,,,,38,,,,,,,,309606761184,0,1,1,384615.384615385
9258,0105000020E6100000010000000102000000020000000A2DEBFEB16E5940E7BCCE9F99FC0940365CE49EAE6E594029E363A000FC0940,310412067552,,,76,,,,52,,38,,,,53,37,,,,,,,,,,38,310412067552,0,1,2,769230.769230769
9272,0105000020E61000000100000001020000000300000048F8DEDFA06D5940DCA49A40AEB809406CE8667FA06D594009A2302062B8094061889CBE9E6D59400A49C91FCAB70940,310881829600,,,19,34,,,38,,33,31,35,3,,,,,39,,,45,,,,,310881829600,0,1,2,769230.769230769
9294,0105000020E6100000010000000102000000030000000B60CAC0016F5940343F4860BD0309406EF7729F1C6F5940C600E4DFC20509400C3F389F3A6F59400F264900CC070940,311620027104,93,48,50,61,,45,45,39,65,,54,55,,,62,102,,55,,,,57,,53,311620027104,0,1,3,1153846.15384615
9318,0105000020E610000001000000010200000004000000766C04E275655940C644944094810840963E74417D655940681481A092810840FDF675E09C655940C7D402209381084062D9CC21A9655940CCC49DA087810840,312391779040,84,83,91,77,76,86,77,65,79,83,75,69,79,57,78,81,86,84,,,,,,81,312391779040,0,1,4,1538461.53846154
9331,0105000020E610000001000000010200000002000000514CDE00336F5940F6DFD61F590709400C3F389F3A6F59400F264900CC070940,312827986656,,,,,,,,,,,,84,,,,,,,,,,,,,312827986656,0,1,3,1153846.15384615
9332,0105000020E61000000100000001020000000B0000000C3F389F3A6F59400F264900CC0709403A92CB7F486F59403562669FC7080940A9893E1F656F594072ADEE3FCF0A09407D5A457F686F5940319F28E0090B0940522B4CDF6B6F5940B9FE5D9F390B0940849CF7FF716F59404E3F6EE08A0B0940FEEDB25F776F5940BE476020C60B094043FE99417C6F59405281725FF70B094041B62C5F976F5940B3BC829FFE0C0940B8E9CF7EA46F5940D7DCD1FF720D0940DC2DC901BB6F59407BA95460330E0940,312861541088,,62,,,70,,,54,54,,,,69,67,,,,,,,,,,,312861541088,0,1,3,1153846.15384615
9335,0105000020E610000001000000010200000004000000BB46CB811E6F5940DEEF8ABF711209401FD8F15F206F59402E249A1F03120940C558A65F226F5940458545A055110940E109BDFE246F59404388AF9F93100940,312995758816,,,,,,,,,,,,,,,,,68,,,,,,,,312995758816,0,1,3,1153846.15384615
9336,0105000020E610000001000000010200000007000000E109BDFE246F59404388AF9F93100940B20DDC813A6F59403B1237C02F0A09405F7F129F3B6F59403551950046090940B20DDC813A6F5940217C20604A080940137EA99F376F59409BD1EA3FC6070940B62BF4C1326F59402B7136802B070940DDEBA4BE2C6F594003F71300A9060940,313029313248,,71,,,,,,,,,,,,,96,,,,,,,,,,313029313248,0,1,4,1538461.53846154
9420,0105000020E61000000100000001020000000D000000F2B4FCC055665940996CB89FBE130940E7543200546659403BD26C60A31309407FA2B2614D66594035E2D1DFAE130940A662635E476659403188FEBFA0130940D2DF4BE141665940C5D9DF9F731309407B30293E3E66594054417F80391309404D2EC6C03A665940989558DFE1120940AE9E93DE376659405244E97F77120940AFEC82C13566594028A490BF0F120940FDBD141E34665940154EB95F91110940514CDE0033665940F8AD735F1011094087DBA1613166594011058E5FD30E09403B8C497F2F66594093186780C90D0940,315914994400,,,82,,70,73,66,88,79,70,70,78,,85,69,78,75,77,82,74,,,,84,315914994400,0,1,2,769230.769230769
9422,0105000020E61000000100000001020000001C000000795A7EE02A665940FF3095C0DE0B09407F4B00FE29665940F19ABA9F110C0940386BF0BE2A66594080C28F204B0D09405B5B785E2A6659407C5E54FFDE0D09402D0B26FE28665940EBB146A06E0E0940C879FF1F27665940586ECC5FDF0E0940359886E123665940666AD09F4F0F094060C77F8120665940DAA65FBFB30F0940F4A5B73F176659402D57A26084100940D8F4A0A0146659402F650900C81009409753026212665940DA66955F271109406803B001116659405303512081110940F8C3CF7F0F66594018F38CE0F31109401CB4571F0F665940ACAA97DF69120940B7D4415E0F665940BAA69B1FDA1209406FF4311F10665940C66FA7005A1309407A54FCDF11665940FD1CD59FB3130940FCE4284014665940B3D860C016140940BF64E3C116665940B4E6C75F5A140940FF05820019665940F929D01F81140940D4D688601C66594029B91EE0A414094067B8019F1F6659400028D23FB914094059880E8123665940D43CB27FBF14094052499D8026665940F6DD639FB6140940CC9A58E02B6659403493FB5FA6140940753C66A032665940C164D3DF85140940302FC03E3A66594091B5A7606414094041D47D0052665940504E7A0007140940,315982103264,,,,82,,,64,,71,,,,,62,,,,,,,,,,,315982103264,0,1,3,1153846.15384615
9423,0105000020E610000001000000010200000006000000795A7EE02A665940FF3095C0DE0B0940DDEBA4BE2C66594000FE8C7F5D0D0940D7FA22A12D665940484C92DF890E09404E2B85402E665940126C5CFFAE0F09404E2B85402E66594029649DE051110940E84B6F7F2E665940E91EC0BF94130940,316015657696,99,82,95,85,95,85,74,,98,94,99,108,96,89,,,,,114,,,,,70,316015657696,0,1,2,769230.769230769
9489,0105000020E610000001000000010200000002000000E469F981AB6959403D603F40CE8608403659A31EA2695940A8299700DB850840,318263804640,52,46,46,56,48,34,46,35,35,44,35,25,39,48,36,50,,41,,53,39,36,53,33,318263804640,0,1,1,384615.384615385
9490,0105000020E610000001000000010200000007000000E469F981AB6959403D603F40CE860840CEA96400A8695940F9C47400488608408D08C6C1A5695940E3223120FF8508403BC8EBC1A46959400320B43FCC850840F9D85DA0A4695940066C20C09685084094F947DFA4695940D87F5B7F648508400B2AAA7EA5695940255B3C4020850840,318297359072,,,,,,,,,,,,,,,,31,41,,,,,,,,318297359072,0,1,1,384615.384615385
9518,0105000020E6100000010000000102000000020000009E44847F11675940D6221E60183E09403126FDBD14675940FD1DA39F1D3E0940,319270437600,,94,,,81,101,,46,36,75,,95,,66,,,,,,,,,,,319270437600,0,1,6,2307692.30769231
9532,0105000020E6100000010000000102000000020000003FADA23F346759405AC256E0963D0940950B957F2D675940018FA0DF943D0940,319740199648,55,46,50,39,36,43,44,35,42,39,45,37,37,51,52,52,59,,,56,,54,46,49,319740199648,0,1,4,1538461.53846154
9533,0105000020E6100000010000000102000000020000008AC91B60E666594021E58AFFF93D09403BAA9A20EA6659409539E9BFFF3D0940,319773754080,,21,32,21,74,34,14,45,,47,29,33,,40,33,46,,44,,48,,52,,,319773754080,0,1,3,1153846.15384615
9537,0105000020E6100000010000000102000000020000003BAA9A20EA6659409539E9BFFF3D09407E7214200A675940A4DD2A80103E0940,319907971808,,15,26,32,76,47,,,,41,,39,,35,,,,27,,,,,,,319907971808,0,1,6,2307692.30769231
9603,0105000020E610000001000000010200000004000000D7FA22A12D6B5940FCDF743F65BC0840E84B6F7F2E6B5940F05EFFBFFBBC0840598B4F01306B594019571A00C3BD0840753C66A0326B5940D22F19E0E5BE0840,322122564320,45,58,44,50,43,42,36,11,32,38,19,10,7,40,47,47,51,67,48,,57,54,60,51,322122564320,0,1,2,769230.769230769
9604,0105000020E6100000010000000102000000050000001C9947FE60695940EA5CEE1F4DB50840F8A8BF5E61695940A2CE1E6094B5084039984D8061695940F3D98D8002B608401C9947FE60695940DA6A7B606CB608404C37894160695940656EDF1FC6B60840,322156118752,47,45,70,,,,,,,,,,,39,38,,,,,,,,,,322156118752,0,1,2,769230.769230769
9614,0105000020E610000001000000010200000002000000C53A55BE67695940B23296C0187F0840A6B915C26A695940DA3B829F617F0840,322491663072,58,47,44,34,48,,73,49,34,39,,44,57,46,29,76,,,,,51,,,37,322491663072,0,1,5,1923076.92307692
9616,0105000020E6100000010000000102000000040000008578245E9E6959403BBC1040A4860840E318C91EA16959409748F5DF7B8608405358A9A0A26959409748F5DF7B8608407009C03FA56959403DE2468089860840,322558771936,,,,,,,,25,,,93,,73,,,,,,,,,,,,322558771936,0,1,1,384615.384615385
9617,0105000020E61000000100000001020000000200000025085740A169594092702900298608407009C03FA56959403DE2468089860840,322592326368,47,60,57,32,57,30,64,46,54,,34,58,58,51,41,56,68,36,,49,,,45,59,322592326368,0,1,1,384615.384615385
9726,0105000020E610000001000000010200000002000000FCC3961E4D715940CD540C808629094089B48D3F5171594048D00CA0E7280940,326249759456,19,,52,20,,,36,17,22,,33,,,,60,,67,,,,48,56,,,326249759456,0,1,3,1153846.15384615
9727,0105000020E61000000100000001020000000200000027F6D03E567059404C03DC7FA63E09407863416150705940638D27401C3D0940,326283313888,35,41,,50,36,,,,,,,,,,47,,,,,,,,,52,326283313888,0,1,1,384615.384615385
9728,0105000020E610000001000000010200000012000000000000006070594000000000C53A0940000000604F70594000000020D73B0940000000604E70594000000000F33B0940000000604D705940000000403A3C0940000000804D70594000000060873C0940000000204E705940000000E0C93C0940000000405370594000000060233E0940000000E055705940000000C0D63E0940000000605770594000000080533F09400000000058705940000000C0FA3F0940000000E057705940000000C0A6400940000000E0567059400000006036410940000000405470594000000060F8410940000000C050705940000000408C420940000000204C705940000000A022430940000000C045705940000000C0C5430940000000A03F705940000000804C440940000000003F705940000000405D440940,326316868320,,,,,,,,,,,54,,,,,,,,,,,,,,326316868320,0,1,1,384615.384615385
9730,0105000020E61000000100000001020000000200000041D47D00527159409314817F842809405A643BDF4F715940E54526E0D7280940,326383977184,,21,25,32,,37,28,20,,44,40,40,41,37,31,42,33,,14,,,,,,326383977184,0,1,2,769230.769230769
9731,0105000020E610000001000000010200000002000000B401D880087159408028B93FEE2D09402711E15F04715940496461802B2E0940,326417531616,39,27,26,26,35,18,37,27,,31,7,13,15,21,24,30,31,72,,,,,97,31,326417531616,0,1,2,769230.769230769
9732,0105000020E6100000010000000102000000030000008CF337A110715940D3126DBF632D09407E7214200A715940E10E71FFD32D0940B401D880087159408028B93FEE2D0940,326451086048,35,,28,34,45,,42,,,,5,,16,12,20,31,15,56,,,,36,,24,326451086048,0,1,2,769230.769230769
9733,0105000020E610000001000000010200000005000000D1915CFE43715940A9E68B20422A0940F6CFD38041715940DD5F1CE0722A0940A06EA0C03B715940500C3D20D82A09408FC6A17E1771594092B198E0ED2C09408CF337A110715940D3126DBF632D0940,326484640480,,,24,35,40,,43,59,,,,,,21,,19,46,,,,,38,42,42,326484640480,0,1,3,1153846.15384615
9734,0105000020E610000001000000010200000003000000BC22F8DF4A715940375FFC9F89290940FAF02C4146715940325E9080132A0940D1915CFE43715940A9E68B20422A0940,326518194912,,,31,34,,,62,42,,45,,55,,42,47,42,47,,,,,26,,,326518194912,0,1,3,1153846.15384615
9735,0105000020E6100000010000000102000000020000005A643BDF4F715940E54526E0D72809400F63D2DF4B7159409EC5BDBF62290940,326551749344,,,25,55,,,,25,,43,,55,36,41,47,42,38,,,,,29,,,326551749344,0,1,3,1153846.15384615
9737,0105000020E61000000100000001020000000A000000BF28417FA1715940D87F5B7F64250940E560360186715940CC02F57F712509409D2FF65E7C715940512E8D5F782509408FFCC1C07371594038B113A09E250940817B9E3F6D715940382F0C60E3250940F48AA71E69715940F72046001E26094003098A1F63715940867E7DDF852609403677F4BF5C715940B2C204A017270940FD14C78157715940D916F1DFB427094041D47D00527159409314817F84280940,326618858208,,,,34,,35,,,,,22,17,30,,,,69,,,,,,,,326618858208,0,1,2,769230.769230769
9743,0105000020E6100000010000000102000000030000006EF7729F1C7059401D88765FDF4009401475E61E12705940AC56E4DF80410940A2629CBF09705940761085E002420940,326853739232,50,47,42,57,42,56,67,12,31,127,83,79,49,62,70,51,59,55,61,,,66,46,54,326853739232,0,1,2,769230.769230769
9748,0105000020E6100000010000000102000000030000007C60C77F81705940F92F52209A4E08404D10751F80705940D22A65DF364F0840ED9C668176705940D36BD4BFFB550840,327021511392,,,,,,,39,,39,,,36,,,,,,,,,,,,,327021511392,0,1,2,769230.769230769
9751,0105000020E610000001000000010200000004000000E048A0C1A67159404B71FA1F056408400C789961A3715940571E28E06C650840AED7F4A0A07159409CA2C8FF8966084062D68BA19C715940C518DCFF95670840,327122174688,,45,,,,,,,,,,,,,,,,,,,,,,,327122174688,0,1,2,769230.769230769
9752,0105000020E61000000100000001020000000200000062D68BA19C715940C518DCFF956708409544F64196715940DC21EE7FBA680840,327155729120,,73,,,,,,,,,,,,,,,,,,,,,,,327155729120,0,1,3,1153846.15384615
9753,0105000020E61000000100000001020000000500000062D68BA19C715940C518DCFF956708405E6743FE99715940DBBA1FE0DE670840DCD6169E9771594084880E601568084049F59D5F947159408262D81F30680840BC04A73E90715940664130602C680840,327189283552,,,,,,,,,,,,,,,,,,,,,,,,35,327189283552,0,1,3,1153846.15384615
9755,0105000020E61000000100000001020000000300000030629F008A7159408CB05540A96F084030629F008A71594013D710A0CF7508407842AF3F8971594045F36340B4760840,327256392416,72,58,65,83,65,66,62,23,63,62,56,60,69,63,56,55,55,,,,,65,,81,327256392416,0,1,3,1153846.15384615
9757,0105000020E610000001000000010200000003000000B9E34D7E8B715940983270404B7708404D13B69F8C7159404750A15F007608400B24287E8C715940364B13002D6F0840,327323501280,,105,74,72,76,82,71,,,79,,74,,66,,68,86,,75,,,77,77,74,327323501280,0,1,3,1153846.15384615
9772,0105000020E61000000100000001020000000200000067EE21E17B705940F884D31FED710840F7B182DF8670594070A3962002720840,327826817760,41,43,,25,,37,,,26,32,25,35,,31,33,41,,,,,,34,,39,327826817760,0,1,2,769230.769230769
9838,0105000020E610000001000000010200000002000000062D24607470594095FAEC5FDD710840D3BEB9BF7A705940ED3A657FEA710840,329974301408,,,,22,,,,,27,33,13,,,34,,,,,,,,33,,33,329974301408,0,1,2,769230.769230769
9861,0105000020E610000001000000010200000002000000D7F7E12021705940650984008D400940C1374D9F1D7059405A3D0E20CF400940,330746053344,,49,25,57,48,51,36,10,37,100,,74,59,56,37,29,36,47,,,,94,57,53,330746053344,0,1,2,769230.769230769
9863,0105000020E610000001000000010200000002000000333509DE90705940D6DD9FFFDC3709401363997E897059408A73F5DF5A380940,330813162208,43,63,44,62,43,43,41,32,55,36,23,28,62,37,66,38,28,31,,57,,42,34,45,330813162208,0,1,1,384615.384615385
9864,0105000020E610000001000000010200000004000000E23FDD40817059406605758016390940DE21C500897059406F60B4BF9A38094066A3737E8A705940239DA29F803809400533A6608D705940EB59AD9F40380940,330846716640,42,,33,30,,,,5,4,4,,4,28,,,,37,,,,53,48,41,45,330846716640,0,1,1,384615.384615385
9865,0105000020E610000001000000010200000002000000E23FDD408170594066057580163909407842AF3F89705940F257AFBF78380940,330880271072,,25,37,,,,,,,,,,,33,,,,,57,,35,,,,330880271072,0,1,1,384615.384615385
